localfile	test	errors
00000800.tmp	Test0	0
00000800.tmp	Test1	4
00000800.tmp	Test2	1
00000800.tmp	Test3	5
00000800.tmp	Test4	2
00000801.tmp	Test0	0
00000801.tmp	Test1	1
00000801.tmp	Test2	2
00000801.tmp	Test3	3
00000801.tmp	Test4	4
00000802.tmp	Test0	0
00000802.tmp	Test1	13
00000802.tmp	Test2	0
00000802.tmp	Test3	13
00000802.tmp	Test4	0
00000803.tmp	Test0	0
00000803.tmp	Test1	8
00000803.tmp	Test2	4
00000803.tmp	Test3	0
00000803.tmp	Test4	8
00000804.tmp	Test0	0
00000804.tmp	Test1	17
00000804.tmp	Test2	13
00000804.tmp	Test3	9
00000804.tmp	Test4	5
00000805.tmp	Test0	0
00000805.tmp	Test1	2
00000805.tmp	Test2	4
00000805.tmp	Test3	6
00000805.tmp	Test4	8
00000806.tmp	Test0	0
00000806.tmp	Test1	3
00000806.tmp	Test2	6
00000806.tmp	Test3	9
00000806.tmp	Test4	12
00000807.tmp	Test0	0
00000807.tmp	Test1	0
00000807.tmp	Test2	0
00000807.tmp	Test3	0
00000807.tmp	Test4	0
00000808.tmp	Test0	0
00000808.tmp	Test1	6
00000808.tmp	Test2	12
00000808.tmp	Test3	18
00000808.tmp	Test4	4
00000809.tmp	Test0	0
00000809.tmp	Test1	7
00000809.tmp	Test2	4
00000809.tmp	Test3	1
00000809.tmp	Test4	8
00000810.tmp	Test0	0
00000810.tmp	Test1	3
00000810.tmp	Test2	6
00000810.tmp	Test3	9
00000810.tmp	Test4	12
00000811.tmp	Test0	0
00000811.tmp	Test1	14
00000811.tmp	Test2	13
00000811.tmp	Test3	12
00000811.tmp	Test4	11
00000812.tmp	Test0	0
00000812.tmp	Test1	0
00000812.tmp	Test2	0
00000812.tmp	Test3	0
00000812.tmp	Test4	0
00000813.tmp	Test0	0
00000813.tmp	Test1	15
00000813.tmp	Test2	9
00000813.tmp	Test3	3
00000813.tmp	Test4	18
00000814.tmp	Test0	0
00000814.tmp	Test1	1
00000814.tmp	Test2	2
00000814.tmp	Test3	0
00000814.tmp	Test4	1
00000815.tmp	Test0	0
00000815.tmp	Test1	3
00000815.tmp	Test2	6
00000815.tmp	Test3	9
00000815.tmp	Test4	12
00000816.tmp	Test0	0
00000816.tmp	Test1	11
00000816.tmp	Test2	22
00000816.tmp	Test3	5
00000816.tmp	Test4	16
00000817.tmp	Test0	0
00000817.tmp	Test1	5
00000817.tmp	Test2	10
00000817.tmp	Test3	15
00000817.tmp	Test4	3
00000818.tmp	Test0	0
00000818.tmp	Test1	0
00000818.tmp	Test2	0
00000818.tmp	Test3	0
00000818.tmp	Test4	0
00000819.tmp	Test0	0
00000819.tmp	Test1	27
00000819.tmp	Test2	26
00000819.tmp	Test3	25
00000819.tmp	Test4	24
00000820.tmp	Test0	0
00000820.tmp	Test1	14
00000820.tmp	Test2	2
00000820.tmp	Test3	16
00000820.tmp	Test4	4
00000821.tmp	Test0	0
00000821.tmp	Test1	1
00000821.tmp	Test2	2
00000821.tmp	Test3	3
00000821.tmp	Test4	4
00000822.tmp	Test0	0
00000822.tmp	Test1	0
00000822.tmp	Test2	0
00000822.tmp	Test3	0
00000822.tmp	Test4	0
00000823.tmp	Test0	0
00000823.tmp	Test1	1
00000823.tmp	Test2	2
00000823.tmp	Test3	3
00000823.tmp	Test4	4
00000824.tmp	Test0	0
00000824.tmp	Test1	20
00000824.tmp	Test2	18
00000824.tmp	Test3	16
00000824.tmp	Test4	14
00000825.tmp	Test0	0
00000825.tmp	Test1	3
00000825.tmp	Test2	6
00000825.tmp	Test3	2
00000825.tmp	Test4	5
00000826.tmp	Test0	0
00000826.tmp	Test1	1
00000826.tmp	Test2	2
00000826.tmp	Test3	3
00000826.tmp	Test4	4
00000827.tmp	Test0	0
00000827.tmp	Test1	14
00000827.tmp	Test2	3
00000827.tmp	Test3	17
00000827.tmp	Test4	6
00000828.tmp	Test0	0
00000828.tmp	Test1	4
00000828.tmp	Test2	8
00000828.tmp	Test3	12
00000828.tmp	Test4	16
00000829.tmp	Test0	0
00000829.tmp	Test1	0
00000829.tmp	Test2	0
00000829.tmp	Test3	0
00000829.tmp	Test4	0
00000830.tmp	Test0	0
00000830.tmp	Test1	19
00000830.tmp	Test2	14
00000830.tmp	Test3	9
00000830.tmp	Test4	4
00000831.tmp	Test0	0
00000831.tmp	Test1	6
00000831.tmp	Test2	1
00000831.tmp	Test3	7
00000831.tmp	Test4	2
00000832.tmp	Test0	0
00000832.tmp	Test1	10
00000832.tmp	Test2	3
00000832.tmp	Test3	13
00000832.tmp	Test4	6
00000833.tmp	Test0	0
00000833.tmp	Test1	3
00000833.tmp	Test2	6
00000833.tmp	Test3	9
00000833.tmp	Test4	2
00000834.tmp	Test0	0
00000834.tmp	Test1	4
00000834.tmp	Test2	8
00000834.tmp	Test3	12
00000834.tmp	Test4	16
00000835.tmp	Test0	0
00000835.tmp	Test1	13
00000835.tmp	Test2	11
00000835.tmp	Test3	9
00000835.tmp	Test4	7
00000836.tmp	Test0	0
00000836.tmp	Test1	23
00000836.tmp	Test2	21
00000836.tmp	Test3	19
00000836.tmp	Test4	17
00000837.tmp	Test0	0
00000837.tmp	Test1	22
00000837.tmp	Test2	18
00000837.tmp	Test3	14
00000837.tmp	Test4	10
00000838.tmp	Test0	0
00000838.tmp	Test1	0
00000838.tmp	Test2	0
00000838.tmp	Test3	0
00000838.tmp	Test4	0
00000839.tmp	Test0	0
00000839.tmp	Test1	1
00000839.tmp	Test2	2
00000839.tmp	Test3	3
00000839.tmp	Test4	4
00000840.tmp	Test0	0
00000840.tmp	Test1	5
00000840.tmp	Test2	10
00000840.tmp	Test3	15
00000840.tmp	Test4	20
00000841.tmp	Test0	0
00000841.tmp	Test1	1
00000841.tmp	Test2	0
00000841.tmp	Test3	1
00000841.tmp	Test4	0
00000842.tmp	Test0	0
00000842.tmp	Test1	13
00000842.tmp	Test2	6
00000842.tmp	Test3	19
00000842.tmp	Test4	12
00000843.tmp	Test0	0
00000843.tmp	Test1	13
00000843.tmp	Test2	9
00000843.tmp	Test3	5
00000843.tmp	Test4	1
00000844.tmp	Test0	0
00000844.tmp	Test1	15
00000844.tmp	Test2	8
00000844.tmp	Test3	1
00000844.tmp	Test4	16
00000845.tmp	Test0	0
00000845.tmp	Test1	6
00000845.tmp	Test2	12
00000845.tmp	Test3	0
00000845.tmp	Test4	6
00000846.tmp	Test0	0
00000846.tmp	Test1	7
00000846.tmp	Test2	14
00000846.tmp	Test3	21
00000846.tmp	Test4	6
00000847.tmp	Test0	0
00000847.tmp	Test1	19
00000847.tmp	Test2	10
00000847.tmp	Test3	1
00000847.tmp	Test4	20
00000848.tmp	Test0	0
00000848.tmp	Test1	7
00000848.tmp	Test2	14
00000848.tmp	Test3	0
00000848.tmp	Test4	7
00000849.tmp	Test0	0
00000849.tmp	Test1	3
00000849.tmp	Test2	6
00000849.tmp	Test3	9
00000849.tmp	Test4	12
00000850.tmp	Test0	0
00000850.tmp	Test1	3
00000850.tmp	Test2	2
00000850.tmp	Test3	1
00000850.tmp	Test4	0
00000851.tmp	Test0	0
00000851.tmp	Test1	2
00000851.tmp	Test2	4
00000851.tmp	Test3	0
00000851.tmp	Test4	2
00000852.tmp	Test0	0
00000852.tmp	Test1	11
00000852.tmp	Test2	8
00000852.tmp	Test3	5
00000852.tmp	Test4	2
00000853.tmp	Test0	0
00000853.tmp	Test1	4
00000853.tmp	Test2	8
00000853.tmp	Test3	12
00000853.tmp	Test4	16
00000854.tmp	Test0	0
00000854.tmp	Test1	14
00000854.tmp	Test2	13
00000854.tmp	Test3	12
00000854.tmp	Test4	11
00000855.tmp	Test0	0
00000855.tmp	Test1	7
00000855.tmp	Test2	2
00000855.tmp	Test3	9
00000855.tmp	Test4	4
00000856.tmp	Test0	0
00000856.tmp	Test1	14
00000856.tmp	Test2	13
00000856.tmp	Test3	12
00000856.tmp	Test4	11
00000857.tmp	Test0	0
00000857.tmp	Test1	16
00000857.tmp	Test2	13
00000857.tmp	Test3	10
00000857.tmp	Test4	7
00000858.tmp	Test0	0
00000858.tmp	Test1	3
00000858.tmp	Test2	6
00000858.tmp	Test3	9
00000858.tmp	Test4	12
00000859.tmp	Test0	0
00000859.tmp	Test1	0
00000859.tmp	Test2	0
00000859.tmp	Test3	0
00000859.tmp	Test4	0
00000860.tmp	Test0	0
00000860.tmp	Test1	20
00000860.tmp	Test2	12
00000860.tmp	Test3	4
00000860.tmp	Test4	24
00000861.tmp	Test0	0
00000861.tmp	Test1	0
00000861.tmp	Test2	0
00000861.tmp	Test3	0
00000861.tmp	Test4	0
00000862.tmp	Test0	0
00000862.tmp	Test1	7
00000862.tmp	Test2	4
00000862.tmp	Test3	1
00000862.tmp	Test4	8
00000863.tmp	Test0	0
00000863.tmp	Test1	0
00000863.tmp	Test2	0
00000863.tmp	Test3	0
00000863.tmp	Test4	0
00000864.tmp	Test0	0
00000864.tmp	Test1	1
00000864.tmp	Test2	2
00000864.tmp	Test3	3
00000864.tmp	Test4	4
00000865.tmp	Test0	0
00000865.tmp	Test1	20
00000865.tmp	Test2	17
00000865.tmp	Test3	14
00000865.tmp	Test4	11
00000866.tmp	Test0	0
00000866.tmp	Test1	2
00000866.tmp	Test2	0
00000866.tmp	Test3	2
00000866.tmp	Test4	0
00000867.tmp	Test0	0
00000867.tmp	Test1	14
00000867.tmp	Test2	2
00000867.tmp	Test3	16
00000867.tmp	Test4	4
00000868.tmp	Test0	0
00000868.tmp	Test1	5
00000868.tmp	Test2	3
00000868.tmp	Test3	1
00000868.tmp	Test4	6
00000869.tmp	Test0	0
00000869.tmp	Test1	2
00000869.tmp	Test2	4
00000869.tmp	Test3	6
00000869.tmp	Test4	8
00000870.tmp	Test0	0
00000870.tmp	Test1	12
00000870.tmp	Test2	6
00000870.tmp	Test3	0
00000870.tmp	Test4	12
00000871.tmp	Test0	0
00000871.tmp	Test1	15
00000871.tmp	Test2	5
00000871.tmp	Test3	20
00000871.tmp	Test4	10
00000872.tmp	Test0	0
00000872.tmp	Test1	19
00000872.tmp	Test2	14
00000872.tmp	Test3	9
00000872.tmp	Test4	4
00000873.tmp	Test0	0
00000873.tmp	Test1	7
00000873.tmp	Test2	14
00000873.tmp	Test3	21
00000873.tmp	Test4	4
00000874.tmp	Test0	0
00000874.tmp	Test1	1
00000874.tmp	Test2	2
00000874.tmp	Test3	3
00000874.tmp	Test4	4
00000875.tmp	Test0	0
00000875.tmp	Test1	0
00000875.tmp	Test2	0
00000875.tmp	Test3	0
00000875.tmp	Test4	0
00000876.tmp	Test0	0
00000876.tmp	Test1	1
00000876.tmp	Test2	2
00000876.tmp	Test3	0
00000876.tmp	Test4	1
00000877.tmp	Test0	0
00000877.tmp	Test1	7
00000877.tmp	Test2	4
00000877.tmp	Test3	1
00000877.tmp	Test4	8
00000878.tmp	Test0	0
00000878.tmp	Test1	5
00000878.tmp	Test2	3
00000878.tmp	Test3	1
00000878.tmp	Test4	6
00000879.tmp	Test0	0
00000879.tmp	Test1	0
00000879.tmp	Test2	0
00000879.tmp	Test3	0
00000879.tmp	Test4	0
00000880.tmp	Test0	0
00000880.tmp	Test1	3
00000880.tmp	Test2	0
00000880.tmp	Test3	3
00000880.tmp	Test4	0
00000881.tmp	Test0	0
00000881.tmp	Test1	16
00000881.tmp	Test2	10
00000881.tmp	Test3	4
00000881.tmp	Test4	20
00000882.tmp	Test0	0
00000882.tmp	Test1	2
00000882.tmp	Test2	1
00000882.tmp	Test3	0
00000882.tmp	Test4	2
00000883.tmp	Test0	0
00000883.tmp	Test1	20
00000883.tmp	Test2	16
00000883.tmp	Test3	12
00000883.tmp	Test4	8
00000884.tmp	Test0	0
00000884.tmp	Test1	16
00000884.tmp	Test2	6
00000884.tmp	Test3	22
00000884.tmp	Test4	12
00000885.tmp	Test0	0
00000885.tmp	Test1	0
00000885.tmp	Test2	0
00000885.tmp	Test3	0
00000885.tmp	Test4	0
00000886.tmp	Test0	0
00000886.tmp	Test1	22
00000886.tmp	Test2	16
00000886.tmp	Test3	10
00000886.tmp	Test4	4
00000887.tmp	Test0	0
00000887.tmp	Test1	13
00000887.tmp	Test2	11
00000887.tmp	Test3	9
00000887.tmp	Test4	7
00000888.tmp	Test0	0
00000888.tmp	Test1	3
00000888.tmp	Test2	6
00000888.tmp	Test3	9
00000888.tmp	Test4	12
00000889.tmp	Test0	0
00000889.tmp	Test1	15
00000889.tmp	Test2	5
00000889.tmp	Test3	20
00000889.tmp	Test4	10
00000890.tmp	Test0	0
00000890.tmp	Test1	1
00000890.tmp	Test2	2
00000890.tmp	Test3	3
00000890.tmp	Test4	4
00000891.tmp	Test0	0
00000891.tmp	Test1	1
00000891.tmp	Test2	2
00000891.tmp	Test3	3
00000891.tmp	Test4	4
00000892.tmp	Test0	0
00000892.tmp	Test1	4
00000892.tmp	Test2	0
00000892.tmp	Test3	4
00000892.tmp	Test4	0
00000893.tmp	Test0	0
00000893.tmp	Test1	2
00000893.tmp	Test2	4
00000893.tmp	Test3	6
00000893.tmp	Test4	8
00000894.tmp	Test0	0
00000894.tmp	Test1	0
00000894.tmp	Test2	0
00000894.tmp	Test3	0
00000894.tmp	Test4	0
00000895.tmp	Test0	0
00000895.tmp	Test1	2
00000895.tmp	Test2	1
00000895.tmp	Test3	0
00000895.tmp	Test4	2
00000896.tmp	Test0	0
00000896.tmp	Test1	7
00000896.tmp	Test2	14
00000896.tmp	Test3	3
00000896.tmp	Test4	10
00000897.tmp	Test0	0
00000897.tmp	Test1	13
00000897.tmp	Test2	26
00000897.tmp	Test3	12
00000897.tmp	Test4	25
00000898.tmp	Test0	0
00000898.tmp	Test1	3
00000898.tmp	Test2	0
00000898.tmp	Test3	3
00000898.tmp	Test4	0
00000899.tmp	Test0	0
00000899.tmp	Test1	16
00000899.tmp	Test2	5
00000899.tmp	Test3	21
00000899.tmp	Test4	10
00000900.tmp	Test0	0
00000900.tmp	Test1	1
00000900.tmp	Test2	0
00000900.tmp	Test3	1
00000900.tmp	Test4	0
00000901.tmp	Test0	0
00000901.tmp	Test1	4
00000901.tmp	Test2	2
00000901.tmp	Test3	0
00000901.tmp	Test4	4
00000902.tmp	Test0	0
00000902.tmp	Test1	6
00000902.tmp	Test2	12
00000902.tmp	Test3	18
00000902.tmp	Test4	24
00000903.tmp	Test0	0
00000903.tmp	Test1	9
00000903.tmp	Test2	1
00000903.tmp	Test3	10
00000903.tmp	Test4	2
00000904.tmp	Test0	0
00000904.tmp	Test1	2
00000904.tmp	Test2	1
00000904.tmp	Test3	0
00000904.tmp	Test4	2
00000905.tmp	Test0	0
00000905.tmp	Test1	9
00000905.tmp	Test2	3
00000905.tmp	Test3	12
00000905.tmp	Test4	6
00000906.tmp	Test0	0
00000906.tmp	Test1	7
00000906.tmp	Test2	4
00000906.tmp	Test3	1
00000906.tmp	Test4	8
00000907.tmp	Test0	0
00000907.tmp	Test1	0
00000907.tmp	Test2	0
00000907.tmp	Test3	0
00000907.tmp	Test4	0
00000908.tmp	Test0	0
00000908.tmp	Test1	8
00000908.tmp	Test2	6
00000908.tmp	Test3	4
00000908.tmp	Test4	2
00000909.tmp	Test0	0
00000909.tmp	Test1	15
00000909.tmp	Test2	13
00000909.tmp	Test3	11
00000909.tmp	Test4	9
00000910.tmp	Test0	0
00000910.tmp	Test1	3
00000910.tmp	Test2	6
00000910.tmp	Test3	9
00000910.tmp	Test4	2
00000911.tmp	Test0	0
00000911.tmp	Test1	3
00000911.tmp	Test2	6
00000911.tmp	Test3	9
00000911.tmp	Test4	12
00000912.tmp	Test0	0
00000912.tmp	Test1	6
00000912.tmp	Test2	12
00000912.tmp	Test3	4
00000912.tmp	Test4	10
00000913.tmp	Test0	0
00000913.tmp	Test1	6
00000913.tmp	Test2	4
00000913.tmp	Test3	2
00000913.tmp	Test4	0
00000914.tmp	Test0	0
00000914.tmp	Test1	7
00000914.tmp	Test2	14
00000914.tmp	Test3	5
00000914.tmp	Test4	12
00000915.tmp	Test0	0
00000915.tmp	Test1	6
00000915.tmp	Test2	12
00000915.tmp	Test3	18
00000915.tmp	Test4	1
00000916.tmp	Test0	0
00000916.tmp	Test1	0
00000916.tmp	Test2	0
00000916.tmp	Test3	0
00000916.tmp	Test4	0
00000917.tmp	Test0	0
00000917.tmp	Test1	5
00000917.tmp	Test2	10
00000917.tmp	Test3	4
00000917.tmp	Test4	9
00000918.tmp	Test0	0
00000918.tmp	Test1	12
00000918.tmp	Test2	11
00000918.tmp	Test3	10
00000918.tmp	Test4	9
00000919.tmp	Test0	0
00000919.tmp	Test1	2
00000919.tmp	Test2	4
00000919.tmp	Test3	6
00000919.tmp	Test4	8
00000920.tmp	Test0	0
00000920.tmp	Test1	10
00000920.tmp	Test2	0
00000920.tmp	Test3	10
00000920.tmp	Test4	0
00000921.tmp	Test0	0
00000921.tmp	Test1	9
00000921.tmp	Test2	5
00000921.tmp	Test3	1
00000921.tmp	Test4	10
00000922.tmp	Test0	0
00000922.tmp	Test1	1
00000922.tmp	Test2	2
00000922.tmp	Test3	3
00000922.tmp	Test4	4
00000923.tmp	Test0	0
00000923.tmp	Test1	6
00000923.tmp	Test2	3
00000923.tmp	Test3	0
00000923.tmp	Test4	6
00000924.tmp	Test0	0
00000924.tmp	Test1	3
00000924.tmp	Test2	6
00000924.tmp	Test3	9
00000924.tmp	Test4	12
00000925.tmp	Test0	0
00000925.tmp	Test1	6
00000925.tmp	Test2	5
00000925.tmp	Test3	4
00000925.tmp	Test4	3
00000926.tmp	Test0	0
00000926.tmp	Test1	5
00000926.tmp	Test2	4
00000926.tmp	Test3	3
00000926.tmp	Test4	2
00000927.tmp	Test0	0
00000927.tmp	Test1	15
00000927.tmp	Test2	9
00000927.tmp	Test3	3
00000927.tmp	Test4	18
00000928.tmp	Test0	0
00000928.tmp	Test1	15
00000928.tmp	Test2	10
00000928.tmp	Test3	5
00000928.tmp	Test4	0
00000929.tmp	Test0	0
00000929.tmp	Test1	13
00000929.tmp	Test2	9
00000929.tmp	Test3	5
00000929.tmp	Test4	1
00000930.tmp	Test0	0
00000930.tmp	Test1	7
00000930.tmp	Test2	1
00000930.tmp	Test3	8
00000930.tmp	Test4	2
00000931.tmp	Test0	0
00000931.tmp	Test1	2
00000931.tmp	Test2	4
00000931.tmp	Test3	1
00000931.tmp	Test4	3
00000932.tmp	Test0	0
00000932.tmp	Test1	15
00000932.tmp	Test2	2
00000932.tmp	Test3	17
00000932.tmp	Test4	4
00000933.tmp	Test0	0
00000933.tmp	Test1	0
00000933.tmp	Test2	0
00000933.tmp	Test3	0
00000933.tmp	Test4	0
00000934.tmp	Test0	0
00000934.tmp	Test1	3
00000934.tmp	Test2	6
00000934.tmp	Test3	9
00000934.tmp	Test4	12
00000935.tmp	Test0	0
00000935.tmp	Test1	6
00000935.tmp	Test2	5
00000935.tmp	Test3	4
00000935.tmp	Test4	3
00000936.tmp	Test0	0
00000936.tmp	Test1	3
00000936.tmp	Test2	6
00000936.tmp	Test3	9
00000936.tmp	Test4	12
00000937.tmp	Test0	0
00000937.tmp	Test1	27
00000937.tmp	Test2	26
00000937.tmp	Test3	25
00000937.tmp	Test4	24
00000938.tmp	Test0	0
00000938.tmp	Test1	19
00000938.tmp	Test2	18
00000938.tmp	Test3	17
00000938.tmp	Test4	16
00000939.tmp	Test0	0
00000939.tmp	Test1	0
00000939.tmp	Test2	0
00000939.tmp	Test3	0
00000939.tmp	Test4	0
00000940.tmp	Test0	0
00000940.tmp	Test1	10
00000940.tmp	Test2	1
00000940.tmp	Test3	11
00000940.tmp	Test4	2
00000941.tmp	Test0	0
00000941.tmp	Test1	4
00000941.tmp	Test2	8
00000941.tmp	Test3	2
00000941.tmp	Test4	6
00000942.tmp	Test0	0
00000942.tmp	Test1	13
00000942.tmp	Test2	8
00000942.tmp	Test3	3
00000942.tmp	Test4	16
00000943.tmp	Test0	0
00000943.tmp	Test1	8
00000943.tmp	Test2	4
00000943.tmp	Test3	0
00000943.tmp	Test4	8
00000944.tmp	Test0	0
00000944.tmp	Test1	12
00000944.tmp	Test2	6
00000944.tmp	Test3	0
00000944.tmp	Test4	12
00000945.tmp	Test0	0
00000945.tmp	Test1	6
00000945.tmp	Test2	12
00000945.tmp	Test3	3
00000945.tmp	Test4	9
00000946.tmp	Test0	0
00000946.tmp	Test1	8
00000946.tmp	Test2	16
00000946.tmp	Test3	24
00000946.tmp	Test4	7
00000947.tmp	Test0	0
00000947.tmp	Test1	4
00000947.tmp	Test2	8
00000947.tmp	Test3	3
00000947.tmp	Test4	7
00000948.tmp	Test0	0
00000948.tmp	Test1	13
00000948.tmp	Test2	10
00000948.tmp	Test3	7
00000948.tmp	Test4	4
00000949.tmp	Test0	0
00000949.tmp	Test1	5
00000949.tmp	Test2	10
00000949.tmp	Test3	4
00000949.tmp	Test4	9
00000950.tmp	Test0	0
00000950.tmp	Test1	4
00000950.tmp	Test2	8
00000950.tmp	Test3	12
00000950.tmp	Test4	1
00000951.tmp	Test0	0
00000951.tmp	Test1	1
00000951.tmp	Test2	2
00000951.tmp	Test3	0
00000951.tmp	Test4	1
00000952.tmp	Test0	0
00000952.tmp	Test1	3
00000952.tmp	Test2	6
00000952.tmp	Test3	0
00000952.tmp	Test4	3
00000953.tmp	Test0	0
00000953.tmp	Test1	6
00000953.tmp	Test2	12
00000953.tmp	Test3	18
00000953.tmp	Test4	3
00000954.tmp	Test0	0
00000954.tmp	Test1	1
00000954.tmp	Test2	2
00000954.tmp	Test3	3
00000954.tmp	Test4	4
00000955.tmp	Test0	0
00000955.tmp	Test1	15
00000955.tmp	Test2	10
00000955.tmp	Test3	5
00000955.tmp	Test4	0
00000956.tmp	Test0	0
00000956.tmp	Test1	7
00000956.tmp	Test2	5
00000956.tmp	Test3	3
00000956.tmp	Test4	1
00000957.tmp	Test0	0
00000957.tmp	Test1	1
00000957.tmp	Test2	2
00000957.tmp	Test3	3
00000957.tmp	Test4	4
00000958.tmp	Test0	0
00000958.tmp	Test1	3
00000958.tmp	Test2	2
00000958.tmp	Test3	1
00000958.tmp	Test4	0
00000959.tmp	Test0	0
00000959.tmp	Test1	0
00000959.tmp	Test2	0
00000959.tmp	Test3	0
00000959.tmp	Test4	0
00000960.tmp	Test0	0
00000960.tmp	Test1	5
00000960.tmp	Test2	10
00000960.tmp	Test3	3
00000960.tmp	Test4	8
00000961.tmp	Test0	0
00000961.tmp	Test1	0
00000961.tmp	Test2	0
00000961.tmp	Test3	0
00000961.tmp	Test4	0
00000962.tmp	Test0	0
00000962.tmp	Test1	4
00000962.tmp	Test2	3
00000962.tmp	Test3	2
00000962.tmp	Test4	1
00000963.tmp	Test0	0
00000963.tmp	Test1	1
00000963.tmp	Test2	2
00000963.tmp	Test3	0
00000963.tmp	Test4	1
00000964.tmp	Test0	0
00000964.tmp	Test1	0
00000964.tmp	Test2	0
00000964.tmp	Test3	0
00000964.tmp	Test4	0
00000965.tmp	Test0	0
00000965.tmp	Test1	4
00000965.tmp	Test2	8
00000965.tmp	Test3	1
00000965.tmp	Test4	5
00000966.tmp	Test0	0
00000966.tmp	Test1	0
00000966.tmp	Test2	0
00000966.tmp	Test3	0
00000966.tmp	Test4	0
00000967.tmp	Test0	0
00000967.tmp	Test1	1
00000967.tmp	Test2	0
00000967.tmp	Test3	1
00000967.tmp	Test4	0
00000968.tmp	Test0	0
00000968.tmp	Test1	1
00000968.tmp	Test2	0
00000968.tmp	Test3	1
00000968.tmp	Test4	0
00000969.tmp	Test0	0
00000969.tmp	Test1	12
00000969.tmp	Test2	6
00000969.tmp	Test3	0
00000969.tmp	Test4	12
00000970.tmp	Test0	0
00000970.tmp	Test1	19
00000970.tmp	Test2	14
00000970.tmp	Test3	9
00000970.tmp	Test4	4
00000971.tmp	Test0	0
00000971.tmp	Test1	5
00000971.tmp	Test2	10
00000971.tmp	Test3	2
00000971.tmp	Test4	7
00000972.tmp	Test0	0
00000972.tmp	Test1	15
00000972.tmp	Test2	5
00000972.tmp	Test3	20
00000972.tmp	Test4	10
00000973.tmp	Test0	0
00000973.tmp	Test1	12
00000973.tmp	Test2	24
00000973.tmp	Test3	10
00000973.tmp	Test4	22
00000974.tmp	Test0	0
00000974.tmp	Test1	2
00000974.tmp	Test2	1
00000974.tmp	Test3	0
00000974.tmp	Test4	2
00000975.tmp	Test0	0
00000975.tmp	Test1	7
00000975.tmp	Test2	14
00000975.tmp	Test3	5
00000975.tmp	Test4	12
00000976.tmp	Test0	0
00000976.tmp	Test1	7
00000976.tmp	Test2	14
00000976.tmp	Test3	4
00000976.tmp	Test4	11
00000977.tmp	Test0	0
00000977.tmp	Test1	1
00000977.tmp	Test2	2
00000977.tmp	Test3	3
00000977.tmp	Test4	4
00000978.tmp	Test0	0
00000978.tmp	Test1	14
00000978.tmp	Test2	9
00000978.tmp	Test3	4
00000978.tmp	Test4	18
00000979.tmp	Test0	0
00000979.tmp	Test1	8
00000979.tmp	Test2	7
00000979.tmp	Test3	6
00000979.tmp	Test4	5
00000980.tmp	Test0	0
00000980.tmp	Test1	0
00000980.tmp	Test2	0
00000980.tmp	Test3	0
00000980.tmp	Test4	0
00000981.tmp	Test0	0
00000981.tmp	Test1	1
00000981.tmp	Test2	2
00000981.tmp	Test3	3
00000981.tmp	Test4	4
00000982.tmp	Test0	0
00000982.tmp	Test1	7
00000982.tmp	Test2	2
00000982.tmp	Test3	9
00000982.tmp	Test4	4
00000983.tmp	Test0	0
00000983.tmp	Test1	16
00000983.tmp	Test2	9
00000983.tmp	Test3	2
00000983.tmp	Test4	18
00000984.tmp	Test0	0
00000984.tmp	Test1	23
00000984.tmp	Test2	22
00000984.tmp	Test3	21
00000984.tmp	Test4	20
00000985.tmp	Test0	0
00000985.tmp	Test1	17
00000985.tmp	Test2	16
00000985.tmp	Test3	15
00000985.tmp	Test4	14
00000986.tmp	Test0	0
00000986.tmp	Test1	15
00000986.tmp	Test2	3
00000986.tmp	Test3	18
00000986.tmp	Test4	6
00000987.tmp	Test0	0
00000987.tmp	Test1	3
00000987.tmp	Test2	6
00000987.tmp	Test3	9
00000987.tmp	Test4	12
00000988.tmp	Test0	0
00000988.tmp	Test1	16
00000988.tmp	Test2	13
00000988.tmp	Test3	10
00000988.tmp	Test4	7
00000989.tmp	Test0	0
00000989.tmp	Test1	7
00000989.tmp	Test2	14
00000989.tmp	Test3	5
00000989.tmp	Test4	12
00000990.tmp	Test0	0
00000990.tmp	Test1	15
00000990.tmp	Test2	11
00000990.tmp	Test3	7
00000990.tmp	Test4	3
00000991.tmp	Test0	0
00000991.tmp	Test1	23
00000991.tmp	Test2	20
00000991.tmp	Test3	17
00000991.tmp	Test4	14
00000992.tmp	Test0	0
00000992.tmp	Test1	13
00000992.tmp	Test2	5
00000992.tmp	Test3	18
00000992.tmp	Test4	10
00000993.tmp	Test0	0
00000993.tmp	Test1	25
00000993.tmp	Test2	23
00000993.tmp	Test3	21
00000993.tmp	Test4	19
00000994.tmp	Test0	0
00000994.tmp	Test1	9
00000994.tmp	Test2	2
00000994.tmp	Test3	11
00000994.tmp	Test4	4
00000995.tmp	Test0	0
00000995.tmp	Test1	2
00000995.tmp	Test2	4
00000995.tmp	Test3	6
00000995.tmp	Test4	8
00000996.tmp	Test0	0
00000996.tmp	Test1	16
00000996.tmp	Test2	11
00000996.tmp	Test3	6
00000996.tmp	Test4	1
00000997.tmp	Test0	0
00000997.tmp	Test1	16
00000997.tmp	Test2	13
00000997.tmp	Test3	10
00000997.tmp	Test4	7
00000998.tmp	Test0	0
00000998.tmp	Test1	7
00000998.tmp	Test2	14
00000998.tmp	Test3	2
00000998.tmp	Test4	9
00000999.tmp	Test0	0
00000999.tmp	Test1	2
00000999.tmp	Test2	4
00000999.tmp	Test3	1
