localfile	url	serverversion	size	downloaddate	lastmoddate
00001076.tmp	http://www.domain2.tl1/page5.html	SuperServer/3.0	3861	2008-05-01	2008-03-10
00001077.tmp	http://www.domain2.tl1/page6.html	SuperServer/3.0	2749	2008-05-01	2008-04-11
00001078.tmp	http://www.domain2.tl1/page7.html	SuperServer/3.0	8962	2008-05-01	2008-04-26
00001079.tmp	http://www.domain2.tl1/page8.html	SuperServer/3.0	8312	2008-05-01	2007-12-04
00001080.tmp	http://www.domain2.tl1/page9.html	SuperServer/3.0	6385	2008-05-01	2008-04-22
00001081.tmp	http://www.domain3.tl1/page0.html	SomeServer/1.0	14186	2008-05-01	2008-04-05
00001082.tmp	http://www.domain3.tl1/page1.html	SomeServer/1.0	8527	2008-05-01	2008-03-17
00001083.tmp	http://www.domain3.tl1/page2.html	SomeServer/1.0	10163	2008-05-01	2008-03-10
00001084.tmp	http://www.domain3.tl1/page3.html	SomeServer/1.0	9614	2008-05-01	2008-04-07
00001085.tmp	http://www.domain3.tl1/page4.html	SomeServer/1.0	3943	2008-05-01	2008-01-15
00001086.tmp	http://www.domain3.tl1/page5.html	SomeServer/1.0	4039	2008-05-01	2008-04-24
00001087.tmp	http://www.domain3.tl1/page6.html	SomeServer/1.0	5976	2008-05-01	2008-02-26
00001088.tmp	http://www.domain3.tl1/page7.html	SomeServer/1.0	2380	2008-05-01	2008-04-21
00001089.tmp	http://www.domain3.tl1/page8.html	SomeServer/1.0	14157	2008-05-01	2008-04-26
00001090.tmp	http://www.domain3.tl1/page9.html	SomeServer/1.0	3789	2008-05-01	2008-03-22
00001091.tmp	http://www.domain4.tl1/page0.html	SomeServer/2.0	13666	2008-05-01	2008-04-22
00001092.tmp	http://www.domain4.tl1/page1.html	SomeServer/2.0	8593	2008-05-01	2008-03-20
00001093.tmp	http://www.domain4.tl1/page2.html	SomeServer/2.0	4333	2008-05-01	2008-04-23
00001094.tmp	http://www.domain4.tl1/page3.html	SomeServer/2.0	11829	2008-05-01	2008-02-22
00001095.tmp	http://www.domain4.tl1/page4.html	SomeServer/2.0	515	2008-05-01	2008-04-17
00001096.tmp	http://www.domain4.tl1/page5.html	SomeServer/2.0	8477	2008-05-01	2008-03-22
00001097.tmp	http://www.domain4.tl1/page6.html	SomeServer/2.0	14561	2008-05-01	2008-04-15
00001098.tmp	http://www.domain4.tl1/page7.html	SomeServer/2.0	3572	2008-05-01	2008-04-02
00001099.tmp	http://www.domain4.tl1/page8.html	SomeServer/2.0	6217	2008-05-01	2008-04-04
00001100.tmp	http://www.domain4.tl1/page9.html	SomeServer/2.0	13527	2008-05-01	2008-04-04
00001101.tmp	http://www.domain0.tl2/page0.html	SomeServer/1.0	5279	2008-05-01	2008-04-03
00001102.tmp	http://www.domain0.tl2/page1.html	SomeServer/1.0	14753	2008-05-01	2007-12-14
00001103.tmp	http://www.domain0.tl2/page2.html	SomeServer/1.0	14318	2008-05-01	2008-03-17
00001104.tmp	http://www.domain0.tl2/page3.html	SomeServer/1.0	2684	2008-05-01	2008-03-15
00001105.tmp	http://www.domain0.tl2/page4.html	SomeServer/1.0	1399	2008-05-01	2008-01-12
00001106.tmp	http://www.domain0.tl2/page5.html	SomeServer/1.0	9349	2008-05-01	2008-04-24
00001107.tmp	http://www.domain0.tl2/page6.html	SomeServer/1.0	2650	2008-05-01	2008-04-18
00001108.tmp	http://www.domain0.tl2/page7.html	SomeServer/1.0	3823	2008-05-01	2008-04-18
00001109.tmp	http://www.domain0.tl2/page8.html	SomeServer/1.0	9553	2008-05-01	2008-04-20
00001110.tmp	http://www.domain0.tl2/page9.html	SomeServer/1.0	12340	2008-05-01	2008-02-28
00001111.tmp	http://www.domain1.tl2/page0.html	SomeServer/2.0	12489	2008-05-01	2008-04-10
00001112.tmp	http://www.domain1.tl2/page1.html	SomeServer/2.0	9297	2008-05-01	2008-03-10
00001113.tmp	http://www.domain1.tl2/page2.html	SomeServer/2.0	6468	2008-05-01	2008-03-14
00001114.tmp	http://www.domain1.tl2/page3.html	SomeServer/2.0	2629	2008-05-01	2008-03-18
00001115.tmp	http://www.domain1.tl2/page4.html	SomeServer/2.0	11796	2008-05-01	2008-04-05
00001116.tmp	http://www.domain1.tl2/page5.html	SomeServer/2.0	4082	2008-05-01	2008-02-04
00001117.tmp	http://www.domain1.tl2/page6.html	SomeServer/2.0	9894	2008-05-01	2008-01-26
00001118.tmp	http://www.domain1.tl2/page7.html	SomeServer/2.0	4016	2008-05-01	2008-02-07
00001119.tmp	http://www.domain1.tl2/page8.html	SomeServer/2.0	1874	2008-05-01	2008-03-12
00001120.tmp	http://www.domain1.tl2/page9.html	SomeServer/2.0	11046	2008-05-01	2008-03-18
00001121.tmp	http://www.domain2.tl2/page0.html	SuperServer/3.0	13723	2008-05-01	2008-04-25
00001122.tmp	http://www.domain2.tl2/page1.html	SuperServer/3.0	4811	2008-05-01	2008-04-26
00001123.tmp	http://www.domain2.tl2/page2.html	SuperServer/3.0	8167	2008-05-01	2007-12-24
00001124.tmp	http://www.domain2.tl2/page3.html	SuperServer/3.0	1549	2008-05-01	2008-03-12
00001125.tmp	http://www.domain2.tl2/page4.html	SuperServer/3.0	9174	2008-05-01	2008-01-06
00001126.tmp	http://www.domain2.tl2/page5.html	SuperServer/3.0	10540	2008-05-01	2008-04-10
00001127.tmp	http://www.domain2.tl2/page6.html	SuperServer/3.0	527	2008-05-01	2008-02-10
00001128.tmp	http://www.domain2.tl2/page7.html	SuperServer/3.0	7722	2008-05-01	2008-04-23
00001129.tmp	http://www.domain2.tl2/page8.html	SuperServer/3.0	6804	2008-05-01	2008-03-12
00001130.tmp	http://www.domain2.tl2/page9.html	SuperServer/3.0	11661	2008-05-01	2008-03-06
00001131.tmp	http://www.domain3.tl2/page0.html	SomeServer/1.0	2788	2008-05-01	2008-03-22
00001132.tmp	http://www.domain3.tl2/page1.html	SomeServer/1.0	11999	2008-05-01	2008-03-03
00001133.tmp	http://www.domain3.tl2/page2.html	SomeServer/1.0	10750	2008-05-01	2008-04-17
00001134.tmp	http://www.domain3.tl2/page3.html	SomeServer/1.0	13614	2008-05-01	2007-12-26
00001135.tmp	http://www.domain3.tl2/page4.html	SomeServer/1.0	6927	2008-05-01	2008-04-16
00001136.tmp	http://www.domain3.tl2/page5.html	SomeServer/1.0	5090	2008-05-01	2008-02-28
00001137.tmp	http://www.domain3.tl2/page6.html	SomeServer/1.0	7033	2008-05-01	2008-03-15
00001138.tmp	http://www.domain3.tl2/page7.html	SomeServer/1.0	10419	2008-05-01	2007-12-24
00001139.tmp	http://www.domain3.tl2/page8.html	SomeServer/1.0	13640	2008-05-01	2008-04-09
00001140.tmp	http://www.domain3.tl2/page9.html	SomeServer/1.0	7219	2008-05-01	2008-03-06
00001141.tmp	http://www.domain4.tl2/page0.html	SomeServer/2.0	8611	2008-05-01	2007-12-06
00001142.tmp	http://www.domain4.tl2/page1.html	SomeServer/2.0	9204	2008-05-01	2008-03-08
00001143.tmp	http://www.domain4.tl2/page2.html	SomeServer/2.0	3320	2008-05-01	2008-03-14
00001144.tmp	http://www.domain4.tl2/page3.html	SomeServer/2.0	14666	2008-05-01	2008-04-03
00001145.tmp	http://www.domain4.tl2/page4.html	SomeServer/2.0	10976	2008-05-01	2007-12-03
00001146.tmp	http://www.domain4.tl2/page5.html	SomeServer/2.0	12139	2008-05-01	2007-12-18
00001147.tmp	http://www.domain4.tl2/page6.html	SomeServer/2.0	13702	2008-05-01	2007-12-27
00001148.tmp	http://www.domain4.tl2/page7.html	SomeServer/2.0	3009	2008-05-01	2008-02-06
00001149.tmp	http://www.domain4.tl2/page8.html	SomeServer/2.0	2976	2008-05-01	2008-04-07
00001150.tmp	http://www.domain4.tl2/page9.html	SomeServer/2.0	9386	2008-05-01	2008-04-20
00001151.tmp	http://www.domain0.tl3/page0.html	SomeServer/1.0	484	2008-05-01	2008-04-28
00001152.tmp	http://www.domain0.tl3/page1.html	SomeServer/1.0	1982	2008-05-01	2007-12-26
00001153.tmp	http://www.domain0.tl3/page2.html	SomeServer/1.0	4616	2008-05-01	2008-03-17
00001154.tmp	http://www.domain0.tl3/page3.html	SomeServer/1.0	10250	2008-05-01	2008-01-03
00001155.tmp	http://www.domain0.tl3/page4.html	SomeServer/1.0	14247	2008-05-01	2008-04-02
00001156.tmp	http://www.domain0.tl3/page5.html	SomeServer/1.0	1637	2008-05-01	2008-01-10
00001157.tmp	http://www.domain0.tl3/page6.html	SomeServer/1.0	5220	2008-05-01	2008-02-03
00001158.tmp	http://www.domain0.tl3/page7.html	SomeServer/1.0	8088	2008-05-01	2008-03-10
00001159.tmp	http://www.domain0.tl3/page8.html	SomeServer/1.0	1362	2008-05-01	2008-04-16
00001160.tmp	http://www.domain0.tl3/page9.html	SomeServer/1.0	10883	2008-05-01	2008-03-10
00001161.tmp	http://www.domain1.tl3/page0.html	SomeServer/2.0	6993	2008-05-01	2008-03-15
00001162.tmp	http://www.domain1.tl3/page1.html	SomeServer/2.0	12872	2008-05-01	2008-02-14
00001163.tmp	http://www.domain1.tl3/page2.html	SomeServer/2.0	3350	2008-05-01	2008-03-08
00001164.tmp	http://www.domain1.tl3/page3.html	SomeServer/2.0	13120	2008-05-01	2008-04-16
00001165.tmp	http://www.domain1.tl3/page4.html	SomeServer/2.0	4256	2008-05-01	2008-04-06
00001166.tmp	http://www.domain1.tl3/page5.html	SomeServer/2.0	11420	2008-05-01	2008-03-10
00001167.tmp	http://www.domain1.tl3/page6.html	SomeServer/2.0	5230	2008-05-01	2008-03-11
00001168.tmp	http://www.domain1.tl3/page7.html	SomeServer/2.0	3203	2008-05-01	2008-04-02
00001169.tmp	http://www.domain1.tl3/page8.html	SomeServer/2.0	12818	2008-05-01	2008-03-09
00001170.tmp	http://www.domain1.tl3/page9.html	SomeServer/2.0	13890	2008-05-01	2008-02-20
00001171.tmp	http://www.domain2.tl3/page0.html	SuperServer/3.0	5820	2008-05-01	2008-02-13
00001172.tmp	http://www.domain2.tl3/page1.html	SuperServer/3.0	10081	2008-05-01	2008-03-06
00001173.tmp	http://www.domain2.tl3/page2.html	SuperServer/3.0	10950	2008-05-01	2008-04-18
00001174.tmp	http://www.domain2.tl3/page3.html	SuperServer/3.0	13199	2008-05-01	2008-04-03
00001175.tmp	http://www.domain2.tl3/page4.html	SuperServer/3.0	2053	2008-05-01	2008-04-13
00001176.tmp	http://www.domain2.tl3/page5.html	SuperServer/3.0	4649	2008-05-01	2007-12-06
00001177.tmp	http://www.domain2.tl3/page6.html	SuperServer/3.0	5832	2008-05-01	2008-03-21
00001178.tmp	http://www.domain2.tl3/page7.html	SuperServer/3.0	10875	2008-05-01	2008-01-20
00001179.tmp	http://www.domain2.tl3/page8.html	SuperServer/3.0	12933	2008-05-01	2007-12-17
00001180.tmp	http://www.domain2.tl3/page9.html	SuperServer/3.0	14365	2008-05-01	2008-04-26
00001181.tmp	http://www.domain3.tl3/page0.html	SomeServer/1.0	9717	2008-05-01	2008-02-05
00001182.tmp	http://www.domain3.tl3/page1.html	SomeServer/1.0	2941	2008-05-01	2008-04-16
00001183.tmp	http://www.domain3.tl3/page2.html	SomeServer/1.0	2519	2008-05-01	2008-04-04
00001184.tmp	http://www.domain3.tl3/page3.html	SomeServer/1.0	9603	2008-05-01	2008-03-20
00001185.tmp	http://www.domain3.tl3/page4.html	SomeServer/1.0	14139	2008-05-01	2008-03-07
00001186.tmp	http://www.domain3.tl3/page5.html	SomeServer/1.0	13342	2008-05-01	2008-04-02
00001187.tmp	http://www.domain3.tl3/page6.html	SomeServer/1.0	12597	2008-05-01	2008-04-03
00001188.tmp	http://www.domain3.tl3/page7.html	SomeServer/1.0	7176	2008-05-01	2008-04-06
00001189.tmp	http://www.domain3.tl3/page8.html	SomeServer/1.0	8538	2008-05-01	2008-04-23
00001190.tmp	http://www.domain3.tl3/page9.html	SomeServer/1.0	14552	2008-05-01	2008-04-19
00001191.tmp	http://www.domain4.tl3/page0.html	SomeServer/2.0	1045	2008-05-01	2008-04-11
00001192.tmp	http://www.domain4.tl3/page1.html	SomeServer/2.0	9157	2008-05-01	2008-02-18
00001193.tmp	http://www.domain4.tl3/page2.html	SomeServer/2.0	5577	2008-05-01	2008-04-24
00001194.tmp	http://www.domain4.tl3/page3.html	SomeServer/2.0	12715	2008-05-01	2008-04-13
00001195.tmp	http://www.domain4.tl3/page4.html	SomeServer/2.0	5402	2008-05-01	2008-04-28
00001196.tmp	http://www.domain4.tl3/page5.html	SomeServer/2.0	5721	2008-05-01	2008-04-18
00001197.tmp	http://www.domain4.tl3/page6.html	SomeServer/2.0	12244	2008-05-01	2007-12-09
00001198.tmp	http://www.domain4.tl3/page7.html	SomeServer/2.0	9038	2008-05-01	2008-04-23
00001199.tmp	http://www.domain4.tl3/page8.html	SomeServer/2.0	2227	2008-05-01	2008-03-11
00001200.tmp	http://www.domain4.tl3/page9.html	SomeServer/2.0	13129	2008-05-01	2008-02-15
00001201.tmp	http://www.domain0.tl4/page0.html	SomeServer/1.0	1006	2008-05-01	2008-04-22
00001202.tmp	http://www.domain0.tl4/page1.html	SomeServer/1.0	9423	2008-05-01	2008-04-22
00001203.tmp	http://www.domain0.tl4/page2.html	SomeServer/1.0	6874	2008-05-01	2008-04-15
00001204.tmp	http://www.domain0.tl4/page3.html	SomeServer/1.0	10184	2008-05-01	2008-04-09
00001205.tmp	http://www.domain0.tl4/page4.html	SomeServer/1.0	11534	2008-05-01	2008-04-24
00001206.tmp	http://www.domain0.tl4/page5.html	SomeServer/1.0	9133	2008-05-01	2007-12-09
00001207.tmp	http://www.domain0.tl4/page6.html	SomeServer/1.0	2922	2008-05-01	2008-03-23
00001208.tmp	http://www.domain0.tl4/page7.html	SomeServer/1.0	10768	2008-05-01	2008-04-21
00001209.tmp	http://www.domain0.tl4/page8.html	SomeServer/1.0	11604	2008-05-01	2008-01-03
00001210.tmp	http://www.domain0.tl4/page9.html	SomeServer/1.0	1685	2008-05-01	2007-12-12
00001211.tmp	http://www.domain1.tl4/page0.html	SomeServer/2.0	3895	2008-05-01	2008-04-09
00001212.tmp	http://www.domain1.tl4/page1.html	SomeServer/2.0	10039	2008-05-01	2008-03-05
00001213.tmp	http://www.domain1.tl4/page2.html	SomeServer/2.0	14680	2008-05-01	2008-02-03
00001214.tmp	http://www.domain1.tl4/page3.html	SomeServer/2.0	9974	2008-05-01	2008-04-07
00001215.tmp	http://www.domain1.tl4/page4.html	SomeServer/2.0	2639	2008-05-01	2008-04-12
00001216.tmp	http://www.domain1.tl4/page5.html	SomeServer/2.0	11683	2008-05-01	2008-04-14
00001217.tmp	http://www.domain1.tl4/page6.html	SomeServer/2.0	7134	2008-05-01	2008-04-19
00001218.tmp	http://www.domain1.tl4/page7.html	SomeServer/2.0	8484	2008-05-01	2008-04-17
00001219.tmp	http://www.domain1.tl4/page8.html	SomeServer/2.0	607	2008-05-01	2008-04-02
00001220.tmp	http://www.domain1.tl4/page9.html	SomeServer/2.0	907	2008-05-01	2008-03-24
00001221.tmp	http://www.domain2.tl4/page0.html	SuperServer/3.0	213	2008-05-01	2008-03-13
00001222.tmp	http://www.domain2.tl4/page1.html	SuperServer/3.0	9307	2008-05-01	2008-04-20
00001223.tmp	http://www.domain2.tl4/page2.html	SuperServer/3.0	9944	2008-05-01	2008-03-26
00001224.tmp	http://www.domain2.tl4/page3.html	SuperServer/3.0	3639	2008-05-01	2008-04-28
00001225.tmp	http://www.domain2.tl4/page4.html	SuperServer/3.0	3655	2008-05-01	2008-02-16
00001226.tmp	http://www.domain2.tl4/page5.html	SuperServer/3.0	10719	2008-05-01	2008-04-02
00001227.tmp	http://www.domain2.tl4/page6.html	SuperServer/3.0	5966	2008-05-01	2008-04-28
00001228.tmp	http://www.domain2.tl4/page7.html	SuperServer/3.0	3757	2008-05-01	2008-03-19
00001229.tmp	http://www.domain2.tl4/page8.html	SuperServer/3.0	737	2008-05-01	2007-12-09
00001230.tmp	http://www.domain2.tl4/page9.html	SuperServer/3.0	1456	2008-05-01	2007-12-02
00001231.tmp	http://www.domain3.tl4/page0.html	SomeServer/1.0	11446	2008-05-01	2008-02-07
00001232.tmp	http://www.domain3.tl4/page1.html	SomeServer/1.0	9339	2008-05-01	2008-04-06
00001233.tmp	http://www.domain3.tl4/page2.html	SomeServer/1.0	3409	2008-05-01	2008-04-27
00001234.tmp	http://www.domain3.tl4/page3.html	SomeServer/1.0	14572	2008-05-01	2008-04-13
00001235.tmp	http://www.domain3.tl4/page4.html	SomeServer/1.0	9118	2008-05-01	2008-04-21
00001236.tmp	http://www.domain3.tl4/page5.html	SomeServer/1.0	12408	2008-05-01	2008-01-27
00001237.tmp	http://www.domain3.tl4/page6.html	SomeServer/1.0	4151	2008-05-01	2008-04-11
00001238.tmp	http://www.domain3.tl4/page7.html	SomeServer/1.0	1266	2008-05-01	2008-04-24
00001239.tmp	http://www.domain3.tl4/page8.html	SomeServer/1.0	2513	2008-05-01	2008-04-13
00001240.tmp	http://www.domain3.tl4/page9.html	SomeServer/1.0	7681	2008-05-01	2008-04-15
00001241.tmp	http://www.domain4.tl4/page0.html	SomeServer/2.0	2661	2008-05-01	2008-04-28
00001242.tmp	http://www.domain4.tl4/page1.html	SomeServer/2.0	4355	2008-05-01	2008-04-11
00001243.tmp	http://www.domain4.tl4/page2.html	SomeServer/2.0	13065	2008-05-01	2008-04-16
00001244.tmp	http://www.domain4.tl4/page3.html	SomeServer/2.0	697	2008-05-01	2007-12-16
00001245.tmp	http://www.domain4.tl4/page4.html	SomeServer/2.0	13004	2008-05-01	2008-03-11
00001246.tmp	http://www.domain4.tl4/page5.html	SomeServer/2.0	13307	2008-05-01	2008-04-21
00001247.tmp	http://www.domain4.tl4/page6.html	SomeServer/2.0	10390	2008-05-01	2008-01-19
00001248.tmp	http://www.domain4.tl4/page7.html	SomeServer/2.0	1755	2008-05-01	2008-03-19
00001249.tmp	http://www.domain4.tl4/page8.html	SomeServer/2.0	4023	2008-05-01	2008-04-25
00001250.tmp	http://www.domain4.tl4/page9.html	SomeServer/2.0	13677	2008-05-01	2008-03-08
00001251.tmp	http://www.domain0.tl0/page0.html	SomeServer/1.0	12032	2008-06-01	2008-05-08
00001252.tmp	http://www.domain0.tl0/page1.html	SomeServer/1.0	8645	2008-06-01	2008-04-17
00001253.tmp	http://www.domain0.tl0/page2.html	SomeServer/1.0	1746	2008-06-01	2008-05-06
00001254.tmp	http://www.domain0.tl0/page3.html	SomeServer/1.0	13173	2008-06-01	2008-03-26
00001255.tmp	http://www.domain0.tl0/page4.html	SomeServer/1.0	4224	2008-06-01	2008-04-18
00001256.tmp	http://www.domain0.tl0/page5.html	SomeServer/1.0	13294	2008-06-01	2008-03-16
00001257.tmp	http://www.domain0.tl0/page6.html	SomeServer/1.0	9856	2008-06-01	2008-05-23
00001258.tmp	http://www.domain0.tl0/page7.html	SomeServer/1.0	4892	2008-06-01	2008-04-28
00001259.tmp	http://www.domain0.tl0/page8.html	SomeServer/1.0	13463	2008-06-01	2008-01-24
00001260.tmp	http://www.domain0.tl0/page9.html	SomeServer/1.0	4106	2008-06-01	2008-04-06
00001261.tmp	http://www.domain1.tl0/page0.html	SomeServer/2.0	3197	2008-06-01	2008-05-18
00001262.tmp	http://www.domain1.tl0/page1.html	SomeServer/2.0	4418	2008-06-01	2007-12-02
00001263.tmp	http://www.domain1.tl0/page2.html	SomeServer/2.0	13116	2008-06-01	2008-05-27
00001264.tmp	http://www.domain1.tl0/page3.html	SomeServer/2.0	6265	2008-06-01	2008-04-20
00001265.tmp	http://www.domain1.tl0/page4.html	SomeServer/2.0	7213	2008-06-01	2008-04-19
00001266.tmp	http://www.domain1.tl0/page5.html	SomeServer/2.0	6677	2008-06-01	2008-05-11
00001267.tmp	http://www.domain1.tl0/page6.html	SomeServer/2.0	10088	2008-06-01	2007-12-10
00001268.tmp	http://www.domain1.tl0/page7.html	SomeServer/2.0	10948	2008-06-01	2008-05-13
00001269.tmp	http://www.domain1.tl0/page8.html	SomeServer/2.0	13402	2008-06-01	2008-04-24
00001270.tmp	http://www.domain1.tl0/page9.html	SomeServer/2.0	3608	2008-06-01	2008-03-19
00001271.tmp	http://www.domain2.tl0/page0.html	SuperServer/3.0	11865	2008-06-01	2008-04-16
00001272.tmp	http://www.domain2.tl0/page1.html	SuperServer/3.0	14513	2008-06-01	2008-05-03
00001273.tmp	http://www.domain2.tl0/page2.html	SuperServer/3.0	14600	2008-06-01	2008-05-17
00001274.tmp	http://www.domain2.tl0/page3.html	SuperServer/3.0	2265	2008-06-01	2008-05-21
00001275.tmp	http://www.domain2.tl0/page4.html	SuperServer/3.0	1807	2008-06-01	2008-05-07
00001276.tmp	http://www.domain2.tl0/page5.html	SuperServer/3.0	3574	2008-06-01	2008-05-18
00001277.tmp	http://www.domain2.tl0/page6.html	SuperServer/3.0	10699	2008-06-01	2008-05-22
00001278.tmp	http://www.domain2.tl0/page7.html	SuperServer/3.0	8112	2008-06-01	2008-04-22
00001279.tmp	http://www.domain2.tl0/page8.html	SuperServer/3.0	2160	2008-06-01	2008-05-12
00001280.tmp	http://www.domain2.tl0/page9.html	SuperServer/3.0	11749	2008-06-01	2008-03-18
00001281.tmp	http://www.domain3.tl0/page0.html	SomeServer/1.0	607	2008-06-01	2008-05-04
00001282.tmp	http://www.domain3.tl0/page1.html	SomeServer/1.0	10403	2008-06-01	2008-04-17
00001283.tmp	http://www.domain3.tl0/page2.html	SomeServer/1.0	14478	2008-06-01	2008-03-07
00001284.tmp	http://www.domain3.tl0/page3.html	SomeServer/1.0	6711	2008-06-01	2008-05-17
00001285.tmp	http://www.domain3.tl0/page4.html	SomeServer/1.0	13926	2008-06-01	2008-04-14
00001286.tmp	http://www.domain3.tl0/page5.html	SomeServer/1.0	13892	2008-06-01	2008-05-26
00001287.tmp	http://www.domain3.tl0/page6.html	SomeServer/1.0	2900	2008-06-01	2008-04-03
00001288.tmp	http://www.domain3.tl0/page7.html	SomeServer/1.0	11677	2008-06-01	2008-05-26
00001289.tmp	http://www.domain3.tl0/page8.html	SomeServer/1.0	7102	2008-06-01	2008-05-06
00001290.tmp	http://www.domain3.tl0/page9.html	SomeServer/1.0	4646	2008-06-01	2008-04-23
00001291.tmp	http://www.domain4.tl0/page0.html	SomeServer/2.0	9684	2008-06-01	2008-01-06
00001292.tmp	http://www.domain4.tl0/page1.html	SomeServer/2.0	2198	2008-06-01	2008-03-08
00001293.tmp	http://www.domain4.tl0/page2.html	SomeServer/2.0	6094	2008-06-01	2008-05-16
00001294.tmp	http://www.domain4.tl0/page3.html	SomeServer/2.0	8484	2008-06-01	2008-04-09
00001295.tmp	http://www.domain4.tl0/page4.html	SomeServer/2.0	13814	2008-06-01	2008-05-09
00001296.tmp	http://www.domain4.tl0/page5.html	SomeServer/2.0	3797	2008-06-01	2008-04-25
00001297.tmp	http://www.domain4.tl0/page6.html	SomeServer/2.0	5399	2008-06-01	2008-03-13
00001298.tmp	http://www.domain4.tl0/page7.html	SomeServer/2.0	424	2008-06-01	2008-04-18
00001299.tmp	http://www.domain4.tl0/page8.html	SomeServer/2.0	9475	2008-06-01	2008-02-04
00001300.tmp	http://www.domain4.tl0/page9.html	SomeServer/2.0	4759	2008-06-01	2008-05-20
00001301.tmp	http://www.domain0.tl1/page0.html	SomeServer/1.0	366	2008-06-01	2007-12-05
00001302.tmp	http://www.domain0.tl1/page1.html	SomeServer/1.0	9596	2008-06-01	2008-05-09
00001303.tmp	http://www.domain0.tl1/page2.html	SomeServer/1.0	12977	2008-06-01	2008-05-26
00001304.tmp	http://www.domain0.tl1/page3.html	SomeServer/1.0	6643	2008-06-01	2008-05-17
00001305.tmp	http://www.domain0.tl1/page4.html	SomeServer/1.0	4805	2008-06-01	2008-05-25
00001306.tmp	http://www.domain0.tl1/page5.html	SomeServer/1.0	10446	2008-06-01	2008-05-22
00001307.tmp	http://www.domain0.tl1/page6.html	SomeServer/1.0	3025	2008-06-01	2008-03-11
00001308.tmp	http://www.domain0.tl1/page7.html	SomeServer/1.0	6755	2008-06-01	2008-05-20
00001309.tmp	http://www.domain0.tl1/page8.html	SomeServer/1.0	6411	2008-06-01	2008-05-21
00001310.tmp	http://www.domain0.tl1/page9.html	SomeServer/1.0	14918	2008-06-01	2008-05-02
00001311.tmp	http://www.domain1.tl1/page0.html	SomeServer/2.0	11649	2008-06-01	2008-05-18
00001312.tmp	http://www.domain1.tl1/page1.html	SomeServer/2.0	5289	2008-06-01	2008-05-12
00001313.tmp	http://www.domain1.tl1/page2.html	SomeServer/2.0	14610	2008-06-01	2007-12-21
00001314.tmp	http://www.domain1.tl1/page3.html	SomeServer/2.0	12129	2008-06-01	2008-05-15
00001315.tmp	http://www.domain1.tl1/page4.html	SomeServer/2.0	12376	2008-06-01	2008-05-06
00001316.tmp	http://www.domain1.tl1/page5.html	SomeServer/2.0	10874	2008-06-01	2008-05-17
00001317.tmp	http://www.domain1.tl1/page6.html	SomeServer/2.0	3919	2008-06-01	2008-05-20
00001318.tmp	http://www.domain1.tl1/page7.html	SomeServer/2.0	5923	2008-06-01	2008-05-27
00001319.tmp	http://www.domain1.tl1/page8.html	SomeServer/2.0	4983	2008-06-01	2007-12-28
00001320.tmp	http://www.domain1.tl1/page9.html	SomeServer/2.0	8126	2008-06-01	2008-02-26
00001321.tmp	http://www.domain2.tl1/page0.html	SuperServer/3.0	6910	2008-06-01	2008-04-25
00001322.tmp	http://www.domain2.tl1/page1.html	SuperServer/3.0	12902	2008-06-01	2008-03-02
00001323.tmp	http://www.domain2.tl1/page2.html	SuperServer/3.0	13733	2008-06-01	2008-05-26
00001324.tmp	http://www.domain2.tl1/page3.html	SuperServer/3.0	7600	2008-06-01	2008-05-19
00001325.tmp	http://www.domain2.tl1/page4.html	SuperServer/3.0	14326	2008-06-01	2008-05-12
00001326.tmp	http://www.domain2.tl1/page5.html	SuperServer/3.0	3861	2008-06-01	2008-03-10
00001327.tmp	http://www.domain2.tl1/page6.html	SuperServer/3.0	12077	2008-06-01	2008-05-21
00001328.tmp	http://www.domain2.tl1/page7.html	SuperServer/3.0	8962	2008-06-01	2008-04-26
00001329.tmp	http://www.domain2.tl1/page8.html	SuperServer/3.0	4105	2008-06-01	2008-05-09
00001330.tmp	http://www.domain2.tl1/page9.html	SuperServer/3.0	6385	2008-06-01	2008-04-22
00001331.tmp	http://www.domain3.tl1/page0.html	SomeServer/1.0	14186	2008-06-01	2008-04-05
00001332.tmp	http://www.domain3.tl1/page1.html	SomeServer/1.0	8527	2008-06-01	2008-03-17
00001333.tmp	http://www.domain3.tl1/page2.html	SomeServer/1.0	11959	2008-06-01	2008-05-04
00001334.tmp	http://www.domain3.tl1/page3.html	SomeServer/1.0	7041	2008-06-01	2008-05-23
00001335.tmp	http://www.domain3.tl1/page4.html	SomeServer/1.0	3943	2008-06-01	2008-01-15
00001336.tmp	http://www.domain3.tl1/page5.html	SomeServer/1.0	4039	2008-06-01	2008-04-24
00001337.tmp	http://www.domain3.tl1/page6.html	SomeServer/1.0	1538	2008-06-01	2008-05-03
00001338.tmp	http://www.domain3.tl1/page7.html	SomeServer/1.0	752	2008-06-01	2008-05-13
00001339.tmp	http://www.domain3.tl1/page8.html	SomeServer/1.0	1799	2008-06-01	2008-05-24
00001340.tmp	http://www.domain3.tl1/page9.html	SomeServer/1.0	14629	2008-06-01	2008-05-18
00001341.tmp	http://www.domain4.tl1/page0.html	SomeServer/2.0	2472	2008-06-01	2008-05-17
00001342.tmp	http://www.domain4.tl1/page1.html	SomeServer/2.0	12997	2008-06-01	2008-05-06
00001343.tmp	http://www.domain4.tl1/page2.html	SomeServer/2.0	6031	2008-06-01	2008-05-15
